Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.86kg,34045,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.86kg, Price ₹34045"
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2kg,26586,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i3 6006U 2GHz, Nvidia GeForce 920MX ,2.2kg, Price ₹26586"
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,2.04kg,20725,"HP , Notebook, 8GB RAM, 2TB HDD, Intel Pentium Quad Core N3710 1.6GHz, Intel HD Graphics 405,2.04kg, Price ₹20725"
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,57808,"Dell , Notebook, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 8250U 1.6GHz, AMD Radeon 530,2.8kg, Price ₹57808"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4kg,43103,"Lenovo , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.4kg, Price ₹43103"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg,47898,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.33kg, Price ₹47898"
HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93240,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.36kg, Price ₹93240"
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26kg,58554,"Asus , 2 in 1 Convertible, 12GB RAM, 512GB SSD +  2TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce GT 940MX,2.26kg, Price ₹58554"
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.1kg,22697,"Acer , Notebook, 4GB RAM, 128GB SSD, AMD A9-Series 9420 3GHz, AMD Radeon R5,2.1kg, Price ₹22697"
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg,117162,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, AMD Ryzen 1700 3GHz, AMD Radeon RX 580,3.25kg, Price ₹117162"
Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.6kg,26053,"Lenovo , Notebook, 4GB RAM, 128GB SSD, AMD A8-Series 7410 2.2GHz, AMD Radeon R5,2.6kg, Price ₹26053"
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg,46300,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, Intel UHD Graphics 620,1.62kg, Price ₹46300"
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows 10,1.91kg,26053,"HP , Notebook, 4GB RAM, 256GB SSD, AMD A9-Series 9420 3GHz, AMD Radeon R5,1.91kg, Price ₹26053"
Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.59kg,29463,"Lenovo , Netbook, 4GB RAM, 128GB SSD, Intel Celeron Quad Core N3450 1.1GHz, Intel HD Graphics 500,1.59kg, Price ₹29463"
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg,16463,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Celeron Dual Core N3060 1.60GHz, Intel HD Graphics 400,1.8kg, Price ₹16463"
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg,15238,"Asus , Notebook, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.5kg, Price ₹15238"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,45074,"Acer , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.4kg, Price ₹45074"
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,63456,"HP , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,3.35kg, Price ₹63456"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,No OS,1.85kg,21498,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.85kg, Price ₹21498"
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg,88178,"Asus , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.3kg, Price ₹88178"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5kg,58554,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 940MX,1.5kg, Price ₹58554"
Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,93181,"Asus , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.1kg, Price ₹93181"
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg,121584,"Lenovo , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.13kg, Price ₹121584"
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg,29250,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.5kg, Price ₹29250"
Dell,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8GB,500GB HDD,AMD FirePro W5130M,Windows 10,2.23kg,72940,"Dell , Workstation, 8GB RAM, 500GB HDD, Intel Core i5 6440HQ 2.6GHz, AMD FirePro W5130M,2.23kg, Price ₹72940"
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg,113752,"Dell , Workstation, 8GB RAM, 256GB SSD, Intel Core i7 6820HQ 2.7GHz, Nvidia Quadro M1200,2kg, Price ₹113752"
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,133679,"Lenovo , 2 in 1 Convertible, 16GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.42kg, Price ₹133679"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg,55357,"Asus , Gaming, 8GB RAM, 1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,3kg, Price ₹55357"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3kg,84768,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,3kg, Price ₹84768"
Acer,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg,36975,"Acer , Notebook, 12GB RAM, 1TB HDD, Intel Core i5 8250U 1.6GHz, Nvidia GeForce MX130,2.2kg, Price ₹36975"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,71874,"MSI , Gaming, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.7kg, Price ₹71874"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg,41498,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.33kg, Price ₹41498"
HP,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,26586,"HP , Ultrabook, 4GB RAM, 256GB SSD, AMD A9-Series 9420 3GHz, AMD Radeon 520,1.91kg, Price ₹26586"
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,2.1kg,65510,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, AMD Radeon RX 550,2.1kg, Price ₹65510"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,49976,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.9kg, Price ₹49976"
Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg,144495,"Dell , Workstation, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia Quadro M1200,1.78kg, Price ₹144495"
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.13kg,139860,"Lenovo , Ultrabook, 16GB RAM, 1TB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.13kg, Price ₹139860"
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.2kg,16303,"Lenovo , Notebook, 4GB RAM, 1TB HDD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,2.2kg, Price ₹16303"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,81465,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.9kg, Price ₹81465"
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1kg,60978,"Lenovo , Notebook, 8GB RAM, 256GB SSD +  1TB HDD, Intel Core i5 8250U 1.6GHz, AMD Radeon RX 550,2.1kg, Price ₹60978"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5kg,46833,"Acer , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.5kg, Price ₹46833"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg,119826,"MSI , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,2.8kg, Price ₹119826"
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.10kg,99793,"Asus , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.10kg, Price ₹99793"
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,93080,"Toshiba , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.2kg, Price ₹93080"
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,89510,"Dell , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7600U 2.8GHz, Intel HD Graphics,1.36kg, Price ₹89510"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2kg,21791,"Lenovo , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,2.2kg, Price ₹21791"
Lenovo,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15kg,16221,"Lenovo , Notebook, 2GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.15kg, Price ₹16221"
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67kg,102564,"Lenovo , Workstation, 8GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia Quadro M1200,2.67kg, Price ₹102564"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7kg,103523,"Lenovo , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GT 940MX,1.7kg, Price ₹103523"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,24988,"HP , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2GHz, AMD Radeon 520,2.1kg, Price ₹24988"
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,42038,"Acer , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.6kg, Price ₹42038"
Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.27kg,49443,"Asus , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.27kg, Price ₹49443"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,2.3kg,31909,"Dell , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, AMD Radeon R5 M430,2.3kg, Price ₹31909"
Dell,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.65kg,36709,"Dell , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 6006U 2GHz, Intel HD Graphics 520,1.65kg, Price ₹36709"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,79920,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.43kg, Price ₹79920"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.14kg,28768,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.14kg, Price ₹28768"
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,64755,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 8550U 1.8GHz, AMD Radeon RX 550,1.75kg, Price ₹64755"
Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2kg,101178,"Lenovo , 2 in 1 Convertible, 16GB RAM, 512GB SSD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2kg, Price ₹101178"
Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4kg,23922,"Chuwi , Notebook, 6GB RAM, 64GB Flash Storage, Intel Celeron Quad Core N3450 1.1GHz, Intel HD Graphics 500,1.4kg, Price ₹23922"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,2.31kg,76030,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7820HQ 2.9GHz, Intel HD Graphics 630,2.31kg, Price ₹76030"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Linux,2.3kg,31808,"Asus , Notebook, 8GB RAM, 1TB HDD, Intel Core i3 7100U 2.4GHz, Nvidia GeForce 940MX,2.3kg, Price ₹31808"
Dell,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,149130,"Dell , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7820HK 2.9GHz, Nvidia GeForce GTX 1070,4.42kg, Price ₹149130"
Dell,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,61751,"Dell , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.62kg, Price ₹61751"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg,60867,"Dell , Notebook, 8GB RAM, 256GB SSD +  2TB HDD, Intel Core i7 8550U 1.8GHz, AMD Radeon 530,2.02kg, Price ₹60867"
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Linux,1.6kg,58554,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7600U 2.8GHz, Intel HD Graphics 620,1.6kg, Price ₹58554"
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35kg,106506,"HP , Gaming, 12GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,3.35kg, Price ₹106506"
Mediacom,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.16kg,15930,"Mediacom , 2 in 1 Convertible, 4GB RAM, 32GB SSD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.16kg, Price ₹15930"
Samsung,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15kg,14332,"Samsung , Netbook, 4GB RAM, 16GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.15kg, Price ₹14332"
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,53812,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.4kg, Price ₹53812"
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.7kg,31914,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 7130U 2.7GHz, Intel HD Graphics 620,1.7kg, Price ₹31914"
Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3kg,130269,"Lenovo , Workstation, 16GB RAM, 512GB SSD, Intel Core i7 7600U 2.8GHz, Nvidia GeForce 940MX,2.3kg, Price ₹130269"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5kg,130482,"Lenovo , Notebook, 16GB RAM, 512GB SSD, Intel Core i7 7820HQ 2.9GHz, Nvidia Quadro M2200M,2.5kg, Price ₹130482"
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2kg,90309,"Asus , Gaming, 8GB RAM, 256GB SSD +  1TB HDD, AMD Ryzen 1600 3.2GHz, AMD Radeon RX 580,3.2kg, Price ₹90309"
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,2.1kg,18488,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,2.1kg, Price ₹18488"
Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg,117162,"Google , Ultrabook, 16GB RAM, 512GB SSD, Intel Core i7 7Y75 1.3GHz, Intel HD Graphics 615,1.1kg, Price ₹117162"
Lenovo,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,126912,"Lenovo , Ultrabook, 24GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.32kg, Price ₹126912"
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Linux,2kg,29783,"Asus , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2kg, Price ₹29783"
Lenovo,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,AMD Radeon R4,Windows 10,2.8kg,27652,"Lenovo , Notebook, 8GB RAM, 1TB HDD, AMD A6-Series 9220 2.5GHz, AMD Radeon R4,2.8kg, Price ₹27652"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,39906,"Dell , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 8250U 1.6GHz, AMD Radeon 530,2.2kg, Price ₹39906"
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,76137,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.36kg, Price ₹76137"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,2.2kg,18594,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2.2kg, Price ₹18594"
HP,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg,58554,"HP , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.2kg, Price ₹58554"
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,62817,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7440HQ 2.8GHz, Nvidia GeForce 930MX,1.64kg, Price ₹62817"
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,2.4kg,23539,"Acer , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.4kg, Price ₹23539"
